siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,phone_number,url,current_url
838190106,16,83819010600016,O,2018-03-05,00,2021.0,1105ZZ,2023-11-30T11:17:42,True,A,O,,2018-03-05,5499,ALLIANCE BRASSERIE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,00,2021.0,16,2023-11-30T11:17:42,PME,2021.0,,428,,BD,DE LA MADELEINE,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,A,ALLIANCE BRASSERIE,,,ALLIANCE BRASSERIE,11.05Z,NAFRev2,N,04 93 86 55 65 ,,https://www.google.com/maps
838266385,15,83826638500015,O,2018-03-01,,,,2021-04-22T19:33:21,True,A,O,,2018-03-01,5710,SAS FERME DE LA ROUSSE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,15,2021-04-22T19:33:21,PME,2021.0,,,,LD,LA ROUSSE,12270,LA FOUILLADE,,,12105,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 29 32 05 40 ,,"https://www.google.com/maps/place/Ferme+de+La+Rousse,+Bi%C3%A8re+Bel%E2%80%99Avey/@44.2305229,2.0781728,17z/data=!3m1!4b1!4m6!3m5!1s0x12ada3b423d2ae07:0xc9cc87540f0c068d!8m2!3d44.2305229!4d2.0807477!16s%2Fg%2F11j7d380hl?entry=ttu"
838276707,18,83827670700018,O,2018-03-19,,,1105ZZ,2019-09-27T04:11:00,True,A,O,,2018-03-19,5710,LEO PETIT,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,18,2020-07-09T13:24:50,PME,2021.0,,,,RUE,DU CHARDONNAY,39600,PUPILLIN,,,39446,,,,,,,,,,,,,,,,,,,A,,,,BRASSERIE LA JURASSIQUE,11.05Z,NAFRev2,N,03 84 66 01 20 ,,"https://www.google.com/maps/search/LEO+PETIT++++RUE+DU+CHARDONNAY+39600+PUPILLIN/@46.8821745,5.7545302,17z/data=!3m1!4b1?entry=ttu"
838335719,12,83833571900012,O,2018-03-12,,,1105ZZ,2023-03-10T15:05:50,False,A,O,,2018-03-12,5710,BRASSERIE CHANTE GRENOUILLE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,,,20,2023-03-10T15:05:50,PME,2021.0,,662,A,CHE,DE CHANTE GRENOUILLE,84110,SEGURET,,,84126,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/place/Brasserie+Artisanale+Chante+Grenouille/@44.2090767,4.9920604,17z/data=!3m1!4b1!4m6!3m5!1s0x12b587d18641b5b1:0x4519867b7a740919!8m2!3d44.2090767!4d4.9946353!16s%2Fg%2F11frftmhmp?entry=ttu"
838342723,23,83834272300023,O,2019-01-03,02,2021.0,1105ZZ,2023-11-30T11:17:49,True,A,O,,2018-04-12,5499,BRASSERIE AEROFAB,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,02,2021.0,23,2023-11-30T11:17:49,PME,2021.0,,18,,RUE,DU MOULIN,44880,SAUTRON,,,44194,,,,,,,,,,,,,,,,,,,A,AEROFAB MICRO BRASSERIE,,,BRASSERIE AEROFAB,11.05Z,NAFRev2,O,09 54 33 27 07 ,,"https://www.google.com/maps/@48.8800256,2.2904832,13z?entry=ttu"
838384014,18,83838401400018,P,2018-03-01,,,1105ZZ,2021-02-23T17:57:23,True,A,P,,2018-03-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,18,2018-07-04T15:14:32,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],LACHAPELLE-SOUS-AUBENAS,,[ND],07122,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,09 69 39 13 91 ,,"https://www.google.com/maps/search/%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+LACHAPELLE-SOUS-AUBENAS/@44.5688867,4.355655,15z/data=!3m1!4b1?entry=ttu"
838433852,12,83843385200012,O,2018-03-01,02,2021.0,1105ZZ,2023-11-30T11:17:52,True,A,O,,2018-03-01,5710,LA BIERE DE GROIX,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,02,2021.0,12,2023-11-30T11:17:52,PME,2021.0,LOCQUELTAS,,,RTE,DE KERMAREC,56590,GROIX,,,56069,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,09 51 12 41 23 ,,"https://www.google.com/maps/search/LA+BIERE+DE+GROIX+LOCQUELTAS+++RTE+DE+KERMAREC+56590+GROIX/@47.6421235,-3.4534817,17z/data=!3m1!4b1?entry=ttu"
838447480,24,83844748000024,O,2023-11-01,,,,2023-12-22T14:19:12,True,A,O,,2018-03-23,5710,BRASSERIE ARTISANALE OCRIA,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,02,2021.0,24,2023-12-22T14:19:12,PME,2021.0,,,,,ZA TRIQUEFAUT,84490,SAINT-SATURNIN-LES-APT,,,84118,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,06 77 36 56 97 ,,"https://www.google.com/maps/search/BRASSERIE+ARTISANALE+OCRIA+++++ZA+TRIQUEFAUT+84490+SAINT-SATURNIN-LES-APT/@43.9223942,5.4506447,17z/data=!3m1!4b1?entry=ttu"
838515427,14,83851542700014,O,2018-03-22,01,2021.0,1105ZZ,2023-11-30T11:17:56,True,A,O,,2018-03-22,5710,CRAFTAZUR,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,01,2021.0,14,2023-11-30T11:17:56,PME,2021.0,LOT N.7 NIVEAU INFERIEUR BAT B,165,,RUE,DES CISTES,06600,ANTIBES,,,06004,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,07 67 18 85 55 ,,"https://www.google.com/maps/search/CRAFTAZUR+LOT+N.7+NIVEAU+INFERIEUR+BAT+B+165++RUE+DES+CISTES+06600+ANTIBES/@43.6079074,7.0701485,17z/data=!3m1!4b1?entry=ttu"
838592392,16,83859239200016,P,2018-04-01,,,1105ZZ,2019-11-14T14:00:26,True,A,P,,2018-04-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,16,2018-03-31T03:59:59,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],CHAMPVANS-LES-MOULINS,,[ND],25119,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,Phone number not found,,https://www.google.com/maps
838651206,16,83865120600016,O,2018-02-01,,,1105ZZ,2019-12-10T03:42:12,True,A,O,,2018-02-01,5499,BRASSERIE MANDON,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,16,2019-12-10T03:42:12,PME,2021.0,,5,,,CROIX DE LA CADOUE,86240,SMARVES,,,86263,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 51 68 58 54 ,,"https://www.google.com/maps/place/De+Mysteriis+Pictavis/@46.5070048,0.3573295,17z/data=!3m1!4b1!4m6!3m5!1s0x47fdc1cae1a5a473:0xa9157b460200df4a!8m2!3d46.5070048!4d0.3599044!16s%2Fg%2F11h6slcgx0?entry=ttu"
838712842,15,83871284200015,O,2018-04-03,03,2021.0,1105ZZ,2023-11-30T11:18:04,True,A,O,,2018-04-03,5710,BRASSEURS DE VIGNEUX DE BRETAGNE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,03,2021.0,15,2023-11-30T11:18:04,PME,2021.0,,2,,RUE,ALBERT DE DION,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,02 51 88 90 36 ,,"https://www.google.com/maps/place/Brasserie+Nao+-+Production+de+bi%C3%A8res+artisanales/@47.3045923,-1.7551512,17z/data=!3m1!4b1!4m6!3m5!1s0x48058ff289e85193:0x4b54adeee5f6d314!8m2!3d47.3045923!4d-1.7525763!16s%2Fg%2F11h2dk3qlz?entry=ttu"
838718583,27,83871858300027,O,2019-09-24,,,,2019-12-17T13:59:50,False,A,O,,2018-04-05,5710,TRINKAKOI,,,,,,,,,,,,,,56.30Z,NAFRev2,,N,,N,02,2021.0,19,2023-11-30T11:18:04,PME,2021.0,,869,,RUE,LAFAYETTE,30110,LAVAL-PRADEL,,,30142,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/TRINKAKOI++869++RUE+LAFAYETTE+30110+LAVAL-PRADEL/@44.1939939,4.0788709,17z/data=!3m1!4b1?entry=ttu"
838758829,33,83875882900033,O,2021-05-17,01,2021.0,1105ZZ,2023-11-30T11:18:06,True,A,O,,2018-04-01,5710,BRASSERIE DES CHATS NOIRS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,01,2021.0,33,2023-11-30T11:18:06,PME,2021.0,NOIRON - D160 - LA CHAUVIERE,,,RTE,DE CHOLET,85000,LA ROCHE-SUR-YON,,,85191,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/BRASSERIE+DES+CHATS+NOIRS+NOIRON+-+D160+-+LA+CHAUVIERE+++RTE+DE+CHOLET+85000+LA+ROCHE-SUR-YON/@47.5365636,-2.1648104,8z/data=!3m1!4b1?entry=ttu"
838771483,16,83877148300016,O,2018-04-09,02,2021.0,1105ZZ,2023-11-30T11:18:07,True,A,O,,2018-04-09,5710,BARQUE!,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,O,02,2021.0,16,2023-11-30T11:18:07,PME,2021.0,,4,,CHE,DES TANNEURS,56140,MALESTROIT,,,56124,,,,,,,,,,,,,,,,,,,A,BRASSERIE BARQUE !,,,,11.05Z,NAFRev2,O,06 41 43 42 89 ,,"https://www.google.com/maps/place/Barque!/@47.8083108,-2.3817641,17z/data=!3m1!4b1!4m6!3m5!1s0x480fc19e9c3c0257:0x3b574d3674c859c0!8m2!3d47.8083108!4d-2.3791892!16s%2Fg%2F11g_zfsjt0?entry=ttu"
838790590,15,83879059000015,O,2018-03-30,01,2021.0,1105ZZ,2023-11-30T11:18:08,True,A,O,,2018-03-30,5499,BRASSERIE DU MERLE,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,O,01,2021.0,15,2023-11-30T11:18:08,PME,2021.0,LE PLAN DU NANT,,,,LIEUDIT BUISSON ROND,73190,PUYGROS,,,73210,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,06 99 63 27 74 ,,"https://www.google.com/maps/search/BRASSERIE+DU+MERLE+LE+PLAN+DU+NANT++++LIEUDIT+BUISSON+ROND+73190+PUYGROS/@45.5728363,6.0285387,17z/data=!3m1!4b1?entry=ttu"
838798692,29,83879869200029,O,2022-11-01,,,1105ZZ,2022-11-14T07:21:44,True,A,O,,2018-04-04,5710,BRASSERIE 3IENCHS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,01,2021.0,29,2023-11-30T11:18:08,PME,2021.0,,2,B,RUE,VASSAL,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,A,,,,BRASSERIE 3IENCHS,11.05Z,NAFRev2,O,06 65 46 94 02 ,,"https://www.google.com/maps/place/Brasserie+3ienchs/@48.7933518,2.475365,17z/data=!3m1!4b1!4m6!3m5!1s0x47e60dfd0265b5d9:0xad65b9c517c2b930!8m2!3d48.7933518!4d2.4779399!16s%2Fg%2F11ghlt126s?entry=ttu"
838802684,12,83880268400012,O,2018-04-01,,,1105ZZ,2021-02-23T17:57:54,True,A,O,,2018-04-01,5499,LA BRASSERIE DES POULES,LBP,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,12,2020-11-04T19:41:58,PME,2021.0,,9,,RUE,DE LA GARE,67980,HANGENBIETEN,,,67182,,,,,,,,,,,,,,,,,,,A,,,,LA BRASSERIE DES POULES,11.05Z,NAFRev2,N,06 23 48 51 85 ,,"https://www.google.com/maps/place/La+Brasserie+des+Poules/@48.5536685,7.6155181,17z/data=!3m1!4b1!4m6!3m5!1s0x4796b787e166f929:0x8e3f5b88ddce6e2a!8m2!3d48.5536685!4d7.618093!16s%2Fg%2F11fph4zylh?entry=ttu"
838818581,12,83881858100012,O,2018-04-10,,,1105ZZ,2019-03-28T04:07:18,True,A,O,,2018-04-10,5499,BRASSERIE DE LA NAINE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,12,2019-03-28T04:07:18,PME,2021.0,,3,,AV,DES ENTREPRENEURS,48200,SAINT CHELY D'APCHER,,,48140,,,,,,,,,,,,,,,,,,,A,BRASSERIE DE LA NAINE,,,BRASSERIE DE LA NAINE,11.05Z,NAFRev2,N,04 66 31 94 84 ,,"https://www.google.com/maps/place/Brasserie+de+la+Naine/@44.8090463,3.283035,17z/data=!3m1!4b1!4m6!3m5!1s0x12b331ad8c9aab51:0x83ec1285b8abdc46!8m2!3d44.8090463!4d3.2856099!16s%2Fg%2F11f7p3nnjx?entry=ttu"
838834471,32,83883447100032,O,2019-03-12,,,,2019-07-12T14:24:25,False,A,O,,2018-02-28,5710,LES FRENCH BRASSEURS (LFB),,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,,,40,2022-07-22T03:55:58,PME,2021.0,,14,,RUE,DU GIROU,31380,GRAGNAGUE,,,31228,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,07 56 33 33 01 ,,"https://www.google.com/maps/search/LES+FRENCH+BRASSEURS+(LFB)++14++RUE+DU+GIROU+31380+GRAGNAGUE/@43.7061577,1.4267861,12z/data=!3m1!4b1?entry=ttu"
838834471,40,83883447100040,O,2020-10-02,,,,2022-07-22T03:55:58,True,A,O,,2018-02-28,5710,LES FRENCH BRASSEURS (LFB),,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,,,40,2022-07-22T03:55:58,PME,2021.0,,16,,CHE,DU PLATEAU DE LA SERRE,31140,PECHBONNIEU,,,31410,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,07 56 33 33 01 ,,"https://www.google.com/maps/place/Les+French+Brasseurs/@43.7135533,1.4462958,17z/data=!3m1!4b1!4m6!3m5!1s0x12aea1cda9ffd101:0x468175377c819568!8m2!3d43.7135533!4d1.4488707!16s%2Fg%2F11q_3bsfxl?entry=ttu"
838844207,12,83884420700012,O,2018-04-09,02,2021.0,,2023-11-30T11:18:10,True,A,O,,2018-04-09,5710,BRASSERIE CROIX DE CHAVAUX,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,02,2021.0,12,2023-11-30T11:18:10,PME,2021.0,,8,,RUE,DESIRE CHARTON,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,07 81 46 89 58 ,,"https://www.google.com/maps/place/Brasserie+Croix+de+Chavaux/@48.867124,2.4480394,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66d677c1f0b4b:0x8a6dc0ca146bfd0c!8m2!3d48.867124!4d2.4506143!16s%2Fg%2F11fl1000g7?entry=ttu"
838889319,11,83888931900011,O,2018-02-28,01,2021.0,1105ZZ,2023-11-30T11:18:13,True,A,O,,2018-02-28,5710,LES BIERES DE BELLEVILLE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,01,2021.0,11,2023-11-30T11:18:13,PME,2021.0,,58,,RUE,MARCEAU,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,A,,,,LES BIERES DE BELLEVILE,11.05Z,NAFRev2,O,06 87 31 78 68 ,,"https://www.google.com/maps/search/LES+BIERES+DE+BELLEVILLE++58++RUE+MARCEAU+93100+MONTREUIL/@48.8634158,2.386256,14z/data=!3m1!4b1?entry=ttu"
838889319,29,83888931900029,O,2018-10-02,,,1105ZZ,2018-11-05T14:21:25,False,A,O,,2018-02-28,5710,LES BIERES DE BELLEVILLE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,01,2021.0,11,2023-11-30T11:18:13,PME,2021.0,,9,,RUE,JEAN BAPTISTE DUMAY,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 87 31 78 68 ,,"https://www.google.com/maps/place/les+bi%C3%A8res+de+Belleville/@48.8743712,2.385208,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66d26db97ae3f:0xbe41a17bbc595283!8m2!3d48.8743712!4d2.3877829!16s%2Fg%2F11h44lmx_k?entry=ttu"
838936987,34,83893698700034,O,2022-05-06,,,,2022-06-13T11:46:07,False,A,O,,2018-04-01,5710,LES BRASSEURS DE L'OCEAN,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,02,2021.0,26,2023-11-30T11:18:14,PME,2021.0,7/9,,,RUE,DU MARECHAL LECLERC,33680,LACANAU,,,33214,,,,,,,,,,,,,,,,,,,A,,,,LA CANAULAISE,11.05Z,NAFRev2,N,05 40 43 00 09 ,,"https://www.google.com/maps/search/LES+BRASSEURS+DE+L'OCEAN+7%2F9+++RUE+DU+MARECHAL+LECLERC+33680+LACANAU/@44.976899,-1.0768759,17z/data=!3m1!4b1?entry=ttu"
838954535,12,83895453500012,O,2018-03-04,,,,2018-04-16T16:21:23,True,A,O,,2018-03-04,9220,BRASSERIE DE LA BIERE MICHEL,,,,,,,,,,,,,,11.05Z,NAFRev2,W751243641,O,,N,,,12,2018-04-16T16:21:23,,,M. PIERRE FAUDOT DIT BEL,59,,RUE,SARRETTE,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/BRASSERIE+DE+LA+BIERE+MICHEL+M.+PIERRE+FAUDOT+DIT+BEL+59++RUE+SARRETTE+75014+PARIS+14/@48.8248758,2.3239682,17z/data=!3m1!4b1?entry=ttu"
839008786,15,83900878600015,O,2018-03-10,,,1105ZZ,2018-04-18T09:35:32,True,A,O,,2018-03-10,5710,TRIBU ZYTHA,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,N,,,15,2020-07-09T13:25:32,PME,2021.0,,6,,RUE,DE L'ECOLE,33240,ASQUES,,,33016,,,,,,,,,,,,,,,,,,,A,,,,TRIBU ZYTHA,11.05Z,NAFRev2,N,07 67 96 67 88 ,,https://www.google.com/maps
839024601,24,83902460100024,O,2018-04-16,,,1105ZZ,2019-11-14T14:00:39,False,A,O,,2018-04-16,5710,BRASSEUR OLIVIER SCHUCHARD - B.O.S.,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,N,,,16,2018-06-07T11:37:28,PME,2021.0,,168,,,ZA DES GABILLONS,45570,DAMPIERRE-EN-BURLY,,,45122,,,,,,,,,,,,,,,,,,,A,B.O.S.,,,B.O.S.,11.05Z,NAFRev2,N,06 13 59 87 93 ,,"https://www.google.com/maps/place/Brasseur+Olivier+Schuchard/@47.760784,2.5044691,17z/data=!3m1!4b1!4m6!3m5!1s0x47e56929306a97c1:0x715f378c6f0a6629!8m2!3d47.760784!4d2.507044!16s%2Fg%2F11jclc4v8z?entry=ttu"
839085586,15,83908558600015,O,2018-04-10,01,2021.0,1105ZZ,2023-11-30T11:18:21,True,A,O,,2018-04-10,5710,AUTOUR DE LA BIERE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,01,2021.0,15,2023-11-30T11:18:21,PME,2021.0,ZA DE LA RONZE,12,,CHE,DES ERABLES,69440,TALUYERS,,,69241,,,,,,,,,,,,,,,,,,,A,,,,AUTOUR DE LA BIERE,11.05Z,NAFRev2,N,06 24 66 28 37 ,,"https://www.google.com/maps/place/Autour+de+la+Bi%C3%A8re+-+Brasserie+Chap's/@45.6370008,4.730488,17z/data=!3m1!4b1!4m6!3m5!1s0x47f4e59ed08a5ccb:0x1d5e232d72e7f0bd!8m2!3d45.6370008!4d4.7330629!16s%2Fg%2F11b7q10zrs?entry=ttu"
839093820,18,83909382000018,O,2018-04-20,02,2021.0,1105ZZ,2023-12-21T03:50:01,True,A,O,,2018-04-20,5710,ARVARUS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,02,2021.0,18,2023-12-21T03:50:01,PME,2021.0,,,,,LA FERME DE MESSOUFLIN,29810,PLOUMOGUER,,,29201,,,,,,,,,,,,,,,,,,,A,BRASSERIE ARVARUS,,,BRASSERIE ARVARUS,11.05Z,NAFRev2,O,09 81 00 11 08 ,,"https://www.google.com/maps/@48.8800256,2.2904832,13z?entry=ttu"
839120722,13,83912072200013,O,2018-03-09,,,1105ZZ,2019-11-14T14:00:53,True,A,O,,2018-03-09,5499,MICRO-BRASSERIE GUTH,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,N,,,13,2020-07-09T13:25:38,PME,2021.0,,10,,RUE,PRINCIPALE,67220,SAINT-MAURICE,,,67427,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 22 75 39 12 ,,"https://www.google.com/maps/place/brasserie+distillerie+GUTH/@48.325813,7.3332176,17z/data=!3m1!4b1!4m6!3m5!1s0x479157ad0bc84dad:0x98d7766f47db5515!8m2!3d48.325813!4d7.3357925!16s%2Fg%2F11gj21nl1z?entry=ttu"
839137619,12,83913761900012,O,2018-03-20,,,,2020-02-19T13:39:21,True,A,O,,2018-03-20,5710,BRASSERIE LASKAR,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,12,2019-03-21T04:04:01,PME,2021.0,,1120,,CHE,DES BLACHES,30430,ST-JEAN-DE-MARUEJOLS-ET-AVEJAN,,,30266,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,07 72 66 55 19 ,,"https://www.google.com/maps/search/BRASSERIE+LASKAR++1120++CHE+DES+BLACHES+30430+ST-JEAN-DE-MARUEJOLS-ET-AVEJAN/@44.2717665,4.302353,17z/data=!3m1!4b1?entry=ttu"
839155579,15,83915557900015,O,2018-03-19,,,1105ZZ,2022-03-05T13:45:50,True,A,O,,2018-03-19,5710,NBB,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,,,15,2022-03-05T13:45:50,PME,2021.0,,22,,,RTE DES PYRENEES,65500,PUJO,,,65372,,,,,,,,,,,,,,,,,,,A,,,,TOP TONE,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/search/NBB++22+++RTE+DES+PYRENEES+65500+PUJO/@43.3534515,0.0635803,17z/data=!3m1!4b1?entry=ttu"
839188802,12,83918880200012,O,2018-04-23,,,1105ZZ,2018-12-14T13:07:46,True,A,O,,2018-04-23,5499,GREDAM,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,12,2018-12-14T13:07:46,PME,2021.0,ZAC DU PONTET,20,,CHE,DU PONTET,69380,CIVRIEUX D'AZERGUES,,,69059,,,,,,,,,,,,,,,,,,,A,,,,GREDAM BRASSERIE,11.05Z,NAFRev2,N,04 78 33 84 95 ,,"https://www.google.com/maps/place/GREDAM+BRASSERIE/@45.8584044,4.7033178,17z/data=!3m1!4b1!4m6!3m5!1s0x47f48d15dbc26d9b:0xdc6df84d3299284a!8m2!3d45.8584044!4d4.7058927!16s%2Fg%2F11gtyth3yr?entry=ttu"
839204435,11,83920443500011,P,2018-05-01,,,,2018-04-26T13:42:04,True,A,P,,2018-05-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,11,2018-04-26T13:42:04,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],CAMPBON,,[ND],44025,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+CAMPBON/@47.397856,-1.9762539,14z/data=!3m1!4b1?entry=ttu"
839244795,10,83924479500010,O,2018-03-20,03,2021.0,1105ZZ,2023-11-30T11:18:27,True,A,O,,2018-03-20,5710,TBS DISTRIBUTION,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,03,2021.0,10,2023-11-30T11:18:27,PME,2021.0,,26,,RUE,DU MARECHAL JOFFRE,76130,MONT-SAINT-AIGNAN,,,76451,,,,,,,,,,,,,,,,,,,A,,,,THE BREW SOCIETY,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/place/Tbs+Rouen/@49.4421639,1.0873354,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0ddd86fe724bb:0x339ff6834155b69!8m2!3d49.4421639!4d1.0899103!16s%2Fg%2F11bbw_s_b8?entry=ttu"
